Date,Last Price,Volume,SMAVG (15)
1/15/2019,150.88,15003064,15059887
1/14/2019,149.27,13356749,15979058
1/11/2019,151.32,9589415,16695529
1/10/2019,151.69,14221099,17900086
1/9/2019,151.92,20214074,18141788
1/8/2019,146.79,16487647,17846724
1/7/2019,143.1,17239000,17784928
1/4/2019,139.75,22845436,17452714
1/3/2019,130.6,19531256,17037634
1/2/2019,136.7,16708377,16645674
12/31/2018,137.07,11186358,16566815
12/28/2018,139.09,11955273,16984252
12/27/2018,138.45,11457388,17876266
12/26/2018,138,14862443,18592350
12/24/2018,131.89,11240722,19673420
12/21/2018,132,28790626,21262116
12/20/2018,135.11,24103820,20711556
12/19/2018,137.14,27657760,20489106
12/18/2018,140.82,17846648,19839376
12/17/2018,143.98,15788110,19726444
12/14/2018,149,15560693,19169736
12/13/2018,151.48,12255795,19113594
12/12/2018,151.5,16619239,19594752
12/11/2018,151.83,13651857,19692658
12/10/2018,151.43,15525490,20118494
12/7/2018,153.06,17447930,21089026
12/6/2018,155.83,25335464,21378230
12/4/2018,158.34,22198642,20994204
12/3/2018,163.74,31078508,20615392
11/30/2018,160.86,35071160,19624824
11/29/2018,156.28,20532236,18424554
11/28/2018,159.34,20767058,18248030
11/27/2018,156.46,17911800,18053546
11/26/2018,156.01,16152683,17939244
11/23/2018,150.33,7437479,19928116
11/21/2018,149.41,14718565,22568238
11/20/2018,145.98,19473180,23163972
11/19/2018,149.53,18087832,23547762
11/16/2018,154.1,20039384,24683354
11/15/2018,156.22,30083472,24645854
11/14/2018,150.44,21785982,23550626
11/13/2018,146.98,19575072,23332382
11/12/2018,142.82,16516466,23357410
11/9/2018,144.85,16220003,23762264
11/8/2018,148.99,17067088,23671272
11/7/2018,152.5,17884384,23908058
11/6/2018,147.44,17849812,23840594
11/5/2018,144.64,16197269,23875002
11/2/2018,147.59,45985756,24032990
11/1/2018,151.25,47039304,23018236
10/31/2018,142.28,23654568,22762970
10/30/2018,136.33,25230036,24907916
10/29/2018,133.38,35121700,25297262
10/26/2018,142.87,19476904,24626508
10/25/2018,144.6,13655058,24679446
10/24/2018,139.61,18512320,25914184
10/23/2018,146.65,19950476,25554618
10/22/2018,148.8,22589284,25206618
10/19/2018,142.93,14855111,24408344
10/18/2018,142.02,20618896,24117100
10/17/2018,148.14,16872420,23588452
10/16/2018,149.6,18365916,23369794
10/15/2018,144.16,18567106,22784648
10/12/2018,147.29,30764436,22421732
10/11/2018,141.9,43210320,21842898
10/10/2018,138.29,55828760,20483418
10/9/2018,146.94,31070230,18296720
10/8/2018,151.14,25060388,18041410
10/5/2018,154.63,20270970,17732264
10/4/2018,156.13,32176132,17942048
10/3/2018,162.37,13118816,17510070
10/2/2018,160.23,14730480,18801512
10/1/2018,162,10615171,19547014
9/28/2018,164.76,10486460,21445518
9/27/2018,166.32,12689166,22043246
9/26/2018,165.4,13592549,23400766
9/25/2018,164.25,9588722,24874246
9/24/2018,163.16,13123393,25798360
9/21/2018,164.63,22081900,25838858
9/20/2018,165.88,22818128,25505810
9/19/2018,162.63,23028308,24778672
9/18/2018,156.65,27240576,24264720
9/17/2018,158.89,20423196,24017602
9/14/2018,164.74,23417708,24685576
9/13/2018,165.53,25696478,28380622
9/12/2018,161.46,32490452,28476756
9/11/2018,157.46,25913010,27666552
9/10/2018,156.36,39092736,27665728
9/7/2018,162.37,19452376,26705902
9/6/2018,159.87,33051954,27693296
9/5/2018,164.23,35694744,28241740
9/4/2018,170.44,23450454,28429330
8/31/2018,175.01,13730845,27844676
8/30/2018,174.6,17086172,28399232
8/29/2018,178.5,11911063,29608216
8/28/2018,178.19,15319030,30224306
8/27/2018,180.65,23533814,30577724
8/24/2018,174.23,30442808,31370068
8/23/2018,172.23,78843384,30552884
8/22/2018,177.85,27138492,26695094
8/21/2018,177.92,20337388,25843912
8/20/2018,176.29,25900658,25622528
8/17/2018,172.78,24695360,25222902
8/16/2018,171.99,34263288,24904318
8/15/2018,169.83,41278612,23545800
8/14/2018,172.53,38508592,22176516
8/13/2018,177.68,14680647,20836928
8/10/2018,180.01,22049178,20591294
8/9/2018,177.19,35220936,19975526
8/8/2018,177.52,21152412,18519002
8/7/2018,179.92,20620300,17828614
8/6/2018,178.62,35418960,17338640
8/3/2018,180.84,18185064,15791086
8/2/2018,182.6,20976524,15415942
8/1/2018,185.27,14370748,15180197
7/31/2018,187.23,17016640,15285282
7/30/2018,184.82,19906278,14991602
7/27/2018,189.42,19916588,14695610
7/26/2018,194.18,13885520,14503545
7/25/2018,197.98,20739356,14805319
7/24/2018,189,18414764,14200942
7/23/2018,187.04,10996150,14128352
7/20/2018,187.25,12812654,15130170
7/19/2018,187.34,13373064,15579579
7/18/2018,190.79,10796602,16280507
7/17/2018,192.66,13270692,16943424
7/16/2018,190.35,12205645,18242102
7/13/2018,190.04,12557906,18069964
7/12/2018,190.17,17440352,18163692
7/11/2018,187.42,15947024,18038308
7/10/2018,192.55,12611428,18607450
7/9/2018,192.75,15466403,18743034
7/6/2018,192.27,17035620,19622980
7/5/2018,186.88,18412132,19743156
7/3/2018,184.75,11673699,19438626
7/2/2018,186.36,17325916,19721104
6/29/2018,185.53,26023406,19370134
6/28/2018,188.38,19553796,18803588
6/27/2018,185.02,23886980,19283186
6/26/2018,191.42,20740356,18610756
6/25/2018,191.25,32750868,18413912
6/22/2018,202.01,9623582,17520988
6/21/2018,202.21,13963829,18421544
6/20/2018,206.23,15559583,18689458
6/19/2018,204.43,24484164,18580862
6/18/2018,208.57,14645182,18199834
6/15/2018,208,28665572,18641484
6/14/2018,210.86,18838274,17965626
6/13/2018,206.62,13844190,17563566
6/12/2018,209.08,15910860,17287294
6/11/2018,205.7,12061370,17148606
6/8/2018,205.07,17525218,17294002
6/7/2018,203.62,26747768,17023690
6/6/2018,208.3,13800519,16099669
6/5/2018,208.37,17787704,16025959
6/4/2018,208.95,19357012,16015254
6/1/2018,204.34,23131916,15574194
5/31/2018,198.01,17982536,15451735
5/30/2018,197.98,13930634,15171608
5/29/2018,198,18768744,15699989
5/25/2018,199.2,21269952,16439552
5/24/2018,197.37,18527694,18874112
5/23/2018,196.8,12807376,19389442
5/22/2018,195.87,9700121,19914406
5/21/2018,197.64,13830526,19986910
5/18/2018,195,14242305,20041808
5/17/2018,196.02,13470547,20096488
5/16/2018,198.11,12887456,20091654
5/15/2018,196.61,12694857,20374682
5/14/2018,198.64,17627130,20499526
5/11/2018,194.36,12741110,20126644
5/10/2018,195.96,21295038,20242108
5/9/2018,195.43,13780627,19621704
5/8/2018,196.31,21856348,19834512
5/7/2018,195.35,29862192,19463142
5/4/2018,188.89,57788340,18130742
5/3/2018,182.45,26257648,15179933
5/2/2018,181.45,20681840,14171681
5/1/2018,179.5,10787699,13470928
4/30/2018,178.54,14653977,14124827
4/27/2018,177.16,15062517,14129050
4/26/2018,173.9,13398037,14338880
4/25/2018,170.22,17132872,14662407
4/24/2018,173.09,14567517,15158455
4/23/2018,175.57,12033892,15518959
4/20/2018,179.11,14473079,15785282
4/19/2018,181.39,11988977,15912335
4/18/2018,182.68,16972732,16451808
4/17/2018,178.7,16285805,16428817
4/16/2018,174.7,9876207,16460344
4/13/2018,172.04,13526198,17049558
4/12/2018,175.92,11133871,17838190
4/11/2018,175.36,10170536,17899086
4/10/2018,177.1,20596194,18017852
4/9/2018,169.87,14717312,17956868
4/6/2018,167.52,18209968,18772290
4/5/2018,172.57,18250948,19800078
4/4/2018,172.07,24573592,19918834
4/3/2018,174.67,19975068,19269038
4/2/2018,177.61,16028747,19125780
3/29/2018,183.54,16378866,19004420
3/28/2018,178.91,20081072,18867922
3/27/2018,181.89,16627873,18444446
3/26/2018,190.5,16758711,18526326
3/23/2018,181.2,18714404,18452856
3/22/2018,184.65,25355700,18465834
3/21/2018,195.3,12047301,17927874
3/20/2018,198.95,11952024,18415892
3/19/2018,194.53,19681420,19166988
3/16/2018,200.28,26948660,19152432
3/15/2018,199.06,33626796,18485006
3/14/2018,192.56,20032272,17062076
3/13/2018,188.41,14826665,17198030
3/12/2018,192.74,17826186,17199912
3/9/2018,190.55,14208356,17085770
3/8/2018,187.18,14331400,17095950
3/7/2018,189.05,13728910,17543680
3/6/2018,187.37,17856088,17662216
3/5/2018,181.6,15656661,17690496
3/2/2018,179.76,18909072,18516688
3/1/2018,181.99,17286308,19392834
2/28/2018,186.14,19367576,19551888
2/27/2018,188.26,23218450,20647680
2/26/2018,194.19,19463072,21172048
2/23/2018,193.29,16937276,22023438
2/22/2018,188.75,12282843,24402876
2/21/2018,188.82,22071584,25382854
2/20/2018,187.19,14854901,25469916
2/16/2018,183.68,16114051,25940162
2/15/2018,187.45,14361054,26450468
2/14/2018,186.76,21047364,27054504
2/13/2018,179.25,15506955,27951164
2/12/2018,177.44,18280260,29004428
2/9/2018,176.67,28049544,28853500
2/8/2018,173.7,32051274,28006820
2/7/2018,180.3,19672104,26816112
2/6/2018,185.17,35804472,26927738
2/5/2018,180.53,31083968,26369340
2/2/2018,187.31,32233916,25083050
2/1/2018,192.22,52628864,23760814
1/31/2018,204.29,26982494,21448480
1/30/2018,199.66,23377520,20949320
1/29/2018,203.01,21908592,20472828
1/26/2018,205.22,23768628,20223478
1/25/2018,198.33,23421604,19937156
1/24/2018,195.53,34497260,19717172
1/23/2018,192.28,31305926,19411818
1/22/2018,184.02,16016347,17971728
1/19/2018,184.05,15349322,17537842
1/18/2018,184.4,14190653,17191378
1/17/2018,183.83,21346502,17106256
1/16/2018,182.4,27428504,16518136
1/12/2018,187.79,11789627,15677060
1/11/2018,188.75,12400372,16032511
1/10/2018,189.79,17943840,16801564
1/9/2018,190.8,19495092,16740198
1/8/2018,190.33,16230147,18197636
1/5/2018,190.7,18168344,19304296
1/4/2018,185.71,19473796,19336630
1/3/2018,184,20121856,19548808
1/2/2018,183.65,29916944,19249096
12/29/2017,172.43,9704583,18824192
12/28/2017,172.3,9508057,19223744
12/27/2017,172.97,10152340,20183060
12/26/2017,172.33,12913823,21613564
12/22/2017,176.29,12524722,23145652
12/21/2017,175.32,14812355,24096158
12/20/2017,172.64,17121392,24832076
12/19/2017,171.28,23936180,26370920
12/18/2017,173.37,17023342,25667052
12/15/2017,173.55,41356672,25529012
12/14/2017,171.75,32830024,23431086
12/13/2017,176.47,18653366,22203592
12/12/2017,174.64,22656450,22269332
12/11/2017,179.29,15626196,22491720
12/8/2017,177.62,23543372,22344822
12/7/2017,174.47,15697869,22001228
12/6/2017,172.63,23897802,22059168
12/5/2017,168.96,31609904,21431004
12/4/2017,169.58,35895144,20469386
12/1/2017,174.61,26782304,19078442
11/30/2017,177.08,25851122,18609992
11/29/2017,179.91,40204056,17816222
11/28/2017,186.69,13378145,16321350
11/27/2017,188.03,14952763,16754350
11/24/2017,191.19,9887763,17070656
11/22/2017,189.84,14417615,19160796
11/21/2017,190.9,19639468,20105938
11/20/2017,188,25992272,20213750
11/17/2017,185.13,13422728,19828914
11/16/2017,185.43,18389472,20248234
11/15/2017,181.48,16566977,19924098
11/14/2017,181.79,14475342,20026924
11/13/2017,184.54,17185608,19858298
11/10/2017,186.41,15030991,19886652
11/9/2017,185.13,19755550,19681468
11/8/2017,185.9,13944586,19267030
11/7/2017,188.51,17780968,19788474
11/6/2017,187.84,19873148,19945226
11/3/2017,183.21,19697344,19477406
11/2/2017,184.81,41239872,19371434
11/1/2017,186.08,28594732,17651524
10/31/2017,184.89,21256672,16543504
10/30/2017,181.58,20219708,16006478
10/27/2017,176.15,19712550,15659272
10/26/2017,170.32,13527415,14928387
10/25/2017,170.22,18109376,14819577
10/24/2017,173.7,11945951,14373659
10/23/2017,173.13,17610932,14691569
10/20/2017,177.32,11953220,14355066
10/19/2017,177.93,13538966,14451638
10/18/2017,179.61,21766268,14479505
10/17/2017,175.32,20132224,14324700
10/16/2017,179.56,12855874,14562300
10/13/2017,178.45,18107742,15974152
10/12/2017,180.53,15441222,15616948
10/11/2017,184.69,11974445,15559451
10/10/2017,183.12,13201284,15787600
10/9/2017,182.09,15011614,15890977
10/6/2017,179.2,8749276,16418190
10/5/2017,178.89,11895266,17606076
10/4/2017,178.71,11420594,18334902
10/3/2017,178.56,16714610,19044242
10/2/2017,173.61,12563384,18971912
9/29/2017,172.71,13401803,19351548
9/28/2017,170.24,13956972,19281114
9/27/2017,170.99,19444188,19360106
9/26/2017,167.02,23696220,19396382
9/25/2017,169.59,34033656,18818044
9/22/2017,178.14,12749689,17293572
9/21/2017,177.39,14578768,17542712
9/20/2017,177.95,15396680,17755458
9/19/2017,180.07,14751937,18034834
9/18/2017,179.98,22919808,18692430
9/15/2017,176.7,26567550,18776754
9/14/2017,177.1,22827672,18391932
9/13/2017,178.97,22060680,18332690
9/12/2017,175.31,15629672,18494104
9/11/2017,174.06,18257912,18942282
9/8/2017,169,12345308,19824588
9/7/2017,170.48,15141851,22790924
9/6/2017,168.14,19988320,23202688
9/5/2017,169.92,15021149,23112514
9/1/2017,171.04,11166595,23084560
8/31/2017,171.74,16486770,23828614
8/30/2017,171.25,17769968,24016092
8/29/2017,167.41,19587326,23566266
8/28/2017,168.3,24615864,23290248
8/25/2017,171.74,24184674,22709614
8/24/2017,175,20795228,21766344
8/23/2017,175.8,21939044,21209026
8/22/2017,174.46,24481894,21048378
8/21/2017,169.25,22352336,20218608
8/18/2017,167.5,31492502,19913944
8/17/2017,163.92,56840344,18777740
8/16/2017,159.5,21318320,16725621
8/15/2017,157.75,18635684,16268820
8/14/2017,154.61,14601839,15590463
8/11/2017,151.7,22327428,15326948
8/10/2017,151.77,19298944,14601968
8/9/2017,157.49,11022555,14431356
8/8/2017,157.5,15447059,14822924
8/7/2017,158.84,15906365,14813989
8/4/2017,153.33,10035631,14776410
8/3/2017,153.32,12435439,14871992
8/2/2017,151.91,19529328,14821857
8/1/2017,154.73,12035333,14516957
7/31/2017,154.95,17782398,14615929
7/28/2017,157.56,14449438,14120536
7/27/2017,154.15,26058548,13693656
7/26/2017,155.79,14466317,12752036
7/25/2017,152.44,8460318,12920668
7/24/2017,152.26,10649112,12821694
7/21/2017,151.89,11452728,12930200
7/20/2017,152.11,16739772,13775370
7/19/2017,153.15,16896076,13843371
7/18/2017,153.75,15313034,13875284
7/17/2017,151.23,15342672,14042958
7/14/2017,151.83,11469369,13804047
7/13/2017,149.52,11683407,14499262
7/12/2017,149,14955833,15781139
7/11/2017,145.81,13519912,16156119
7/10/2017,143.81,10351503,16918232
7/7/2017,142.43,8046241,18656886
7/6/2017,142.2,11934243,20154494
7/5/2017,144.87,16995802,21549680
7/3/2017,140.99,6975712,23141932
6/30/2017,140.9,12276690,24822058
6/29/2017,140.81,24130280,27628104
6/28/2017,143.95,17759788,31444854
6/27/2017,141.53,17374776,30889640
6/26/2017,142.73,17828140,30348466
6/23/2017,143.01,11759007,29828632
6/22/2017,142.27,21897596,29534174
6/21/2017,143.29,30911556,28667758
6/20/2017,138.38,20580536,27379132
6/19/2017,139.47,24951612,26563322
6/16/2017,134.87,36431312,25403808
6/15/2017,135.08,30510350,23807488
6/14/2017,136.67,32862036,22331916
6/13/2017,136.6,40879592,21099120
6/12/2017,139.08,32177600,19273360
6/9/2017,139.44,54367384,18534966
6/8/2017,142.34,81381528,17385270
6/7/2017,125.64,9431588,13282145
6/6/2017,124.62,9257144,13868181
6/5/2017,125.37,10030644,13992735
6/2/2017,124.13,7342128,13978952
6/1/2017,123.97,8901367,14247844
5/31/2017,122.46,11582152,14277572
5/30/2017,123.91,8343401,14520092
5/26/2017,123.99,7558893,14394660
5/25/2017,123.63,12486528,14364031
5/24/2017,122.81,8376742,13996782
5/23/2017,122.93,14370124,14144406
5/22/2017,124.75,13493167,13856276
5/19/2017,123.22,21101696,13445540
5/18/2017,121.27,37121944,12504422
5/17/2017,120.72,19834652,10659057
5/16/2017,124.02,18222134,9781999
5/15/2017,121.4,11125450,9329497
5/12/2017,120.34,9823899,9480238
5/11/2017,120.16,11375510,9423198
5/10/2017,119.98,9347289,9583065
5/9/2017,120,15219945,9600165
5/8/2017,116.86,6461932,9139177
5/5/2017,116.04,7099447,9183585
5/4/2017,115.86,6977804,9167422
5/3/2017,116.57,10591095,9242222
5/2/2017,118.09,10048174,9203625
5/1/2017,116.68,7332129,9520321
4/28/2017,115.5,6984928,9588508
4/27/2017,115.43,9441465,9470254
4/26/2017,114.97,6678780,9387849
4/25/2017,115.48,11434602,9374604
4/24/2017,114.86,13386574,9171727
4/21/2017,113.11,8968296,8879475
4/20/2017,112.96,13773519,8987753
4/19/2017,110.76,9603782,8655433
4/18/2017,111.23,8305129,8446648
4/17/2017,111.76,7128051,8406931
4/13/2017,110.21,6857001,8436953
4/12/2017,110.63,8099810,8873871
4/11/2017,110.44,10012135,8810752
4/10/2017,111.7,14798611,9068458
4/7/2017,108.99,8354942,8911746
4/6/2017,108.04,5211109,8940009
4/5/2017,107.44,8205387,9422283
4/4/2017,107.52,6480113,9654937
