Date,Last Price,Volume,SMAVG (15)
4/2/2018,155.39,36795992,60245020
3/29/2018,159.79,59434292,59027040
3/28/2018,153.03,60029168,56213152
3/27/2018,152.22,79116992,53484360
3/26/2018,160.06,126116632,49215680
3/23/2018,159.39,53609704,41887188
3/22/2018,164.89,73742976,39648268
3/21/2018,169.39,106598832,36278848
3/20/2018,168.15,129851768,30424460
3/19/2018,172.56,88140064,22824330
3/16/2018,185.09,24403438,18121638
3/15/2018,183.86,15645035,17761896
3/14/2018,184.19,16821728,17949840
3/13/2018,181.88,18067476,18375110
3/12/2018,184.76,15301229,18584274
3/9/2018,185.23,18526292,18965232
3/8/2018,182.34,17225946,19124954
3/7/2018,183.71,19097292,19905204
3/6/2018,179.78,15086784,20086008
3/5/2018,180.4,16189280,21219698
3/2/2018,176.62,20025904,22799588
3/1/2018,175.94,23201626,24029750
2/28/2018,178.32,18783040,24323100
2/27/2018,181.46,15849806,25588130
2/26/2018,184.93,17599704,26740024
2/23/2018,183.29,19007288,27345210
2/22/2018,178.99,18464192,29692144
2/21/2018,177.91,23200804,31346206
2/20/2018,176.01,21204920,31190056
2/16/2018,177.36,21015610,31139940
2/15/2018,179.96,20922120,30922848
2/14/2018,179.52,28929704,30686556
2/13/2018,173.15,21809350,30380212
2/12/2018,176.41,32092132,30638174
2/9/2018,176.11,39887624,29902662
2/8/2018,171.58,38478320,29031924
2/7/2018,180.18,27601886,28020362
2/6/2018,185.31,37758504,28046394
2/5/2018,181.26,33128206,27941416
2/2/2018,190.28,26677484,30902956
2/1/2018,193.09,54211292,29763696
1/31/2018,186.89,43275144,26851604
1/30/2018,187.12,20858556,24792798
1/29/2018,185.98,20453172,24601876
1/26/2018,190,17759212,24143300
1/25/2018,187.48,17377740,23884746
1/24/2018,186.55,24334548,23852000
1/23/2018,189.35,25678780,23439824
1/22/2018,185.37,21059464,22412002
1/19/2018,181.29,26826540,21822756
1/18/2018,179.8,23304900,20667390
1/17/2018,177.6,27992376,19706884
1/16/2018,178.39,36183840,18408022
1/12/2018,179.37,77551296,16769146
1/11/2018,187.77,9588587,12389759
1/10/2018,187.84,10529894,12745225
1/9/2018,187.87,12393057,13194257
1/8/2018,188.28,17994726,14265594
1/5/2018,186.85,13574535,13972012
1/4/2018,184.33,13880896,14041424
1/3/2018,184.67,16886564,14239637
1/2/2018,181.42,18151904,13991772
12/29/2017,176.46,10261456,14107229
12/28/2017,177.92,12220760,14783434
12/27/2017,177.62,9496071,15319106
12/26/2017,175.99,8897286,16031695
12/22/2017,177.2,8509451,17069172
12/21/2017,177.45,11600700,17847376
12/20/2017,177.89,11860497,18761170
12/19/2017,179.51,14920582,20766036
12/18/2017,180.82,17265376,20729974
12/15/2017,180.18,28463100,20401918
12/14/2017,178.39,13590999,19132796
12/13/2017,178.3,14615718,18918484
12/12/2017,176.96,16854098,18911036
12/11/2017,179.04,13168575,18457590
12/8/2017,179,19883764,18447550
12/7/2017,180.14,20404532,18162470
12/6/2017,176.06,20255846,17485746
12/5/2017,172.83,20184908,16774415
12/4/2017,171.47,24459422,16063650
12/1/2017,175.1,20182524,15171035
11/30/2017,177.18,25307600,14666222
11/29/2017,175.13,41933484,13678659
11/28/2017,182.42,14379674,11744972
11/27/2017,183.03,12344516,11673843
11/24/2017,182.78,9426283,12039018
11/22/2017,180.87,10376329,13779258
11/21/2017,181.86,14503990,15815392
11/20/2017,178.74,10052391,16193408
11/17/2017,179,13017980,17146794
11/16/2017,179.59,15607582,18297946
11/15/2017,177.95,10253667,18046316
11/14/2017,178.07,9585868,18420620
11/13/2017,178.77,9523447,18599422
11/10/2017,178.46,11070189,18888036
11/9/2017,179.3,12610335,18990172
11/8/2017,179.56,10494149,19086040
11/7/2017,180.25,12928182,19236588
11/6/2017,180.17,13312741,19440714
11/3/2017,178.92,17822132,19319780
11/2/2017,178.92,35529892,19042192
11/1/2017,182.66,40918340,17363602
10/31/2017,180.06,20174232,15387958
10/30/2017,179.87,24353160,14799081
10/27/2017,177.88,30285280,14146898
10/26/2017,170.63,11833141,13002844
10/25/2017,170.6,15868197,13186010
10/24/2017,171.8,12267913,12936656
10/23/2017,171.27,13852658,12664813
10/20/2017,174.98,12602238,12634121
10/19/2017,174.56,14048350,12816663
10/18/2017,176.03,12752351,12692023
10/17/2017,176.11,15990079,13124703
10/16/2017,174.52,11498752,13616253
10/13/2017,173.74,13658307,15599775
10/12/2017,172.55,10351044,15495697
10/11/2017,172.74,11283663,15549722
10/10/2017,171.59,11341081,15615086
10/9/2017,172.5,14570413,15736920
10/6/2017,172.23,13124473,15629160
10/5/2017,171.24,14580628,15798231
10/4/2017,168.42,12127887,15867233
10/3/2017,169.96,8190273,15666660
10/2/2017,169.47,13392280,15866397
9/29/2017,170.87,15340366,15798381
9/28/2017,168.73,12178747,15508921
9/27/2017,167.68,19242548,15900306
9/26/2017,164.21,23363336,15544559
9/25/2017,162.87,41251584,14868412
9/22/2017,170.54,12097138,12896812
9/21/2017,171.11,11161412,13238767
9/20/2017,172.17,12264125,13237226
9/19/2017,172.52,13168595,13161017
9/18/2017,170.01,12954013,12853360
9/15/2017,171.64,15660539,12830724
9/14/2017,170.96,15615654,12722050
9/13/2017,173.05,9119295,12338104
9/12/2017,172.96,11186328,12489549
9/11/2017,173.51,12372040,12537627
9/8/2017,170.95,10998459,12719067
9/7/2017,173.21,18049528,13133571
9/6/2017,172.09,13906342,12982264
9/5/2017,170.72,13221127,12637120
9/1/2017,172.02,11677589,12619327
8/31/2017,171.97,17226464,12760231
8/30/2017,169.92,11138293,13000650
8/29/2017,168.05,11120986,12979096
8/28/2017,167.24,8553741,13197265
8/25/2017,166.32,12614477,13479539
8/24/2017,167.74,14030420,13357089
8/23/2017,168.71,9856473,13141317
8/22/2017,169.64,11390975,13646470
8/21/2017,167.78,11907488,13846069
8/18/2017,167.41,15093638,14750833
8/17/2017,166.91,17216030,15381760
8/16/2017,170,15779924,18828072
8/15/2017,171,8729172,20125202
8/14/2017,170.75,12954231,20568806
8/11/2017,168.08,13791153,20862988
8/10/2017,167.4,20832746,20926512
8/9/2017,171.18,10814984,20772536
8/8/2017,171.23,14393524,21803114
8/7/2017,171.98,12787844,22425072
8/4/2017,169.62,10777727,22429806
8/3/2017,168.59,10793841,22802704
8/2/2017,169.3,17433774,23011730
8/1/2017,169.86,14384957,23365438
7/31/2017,169.25,25478944,23317624
7/28/2017,172.45,24557552,22510938
7/27/2017,170.44,68910704,21781498
7/26/2017,165.61,35236868,18184238
7/25/2017,165.28,15383241,16790732
7/24/2017,166,17366972,16689365
7/21/2017,164.43,14744002,16709302
7/20/2017,164.53,18523108,17324600
7/19/2017,164.14,26273642,17204334
7/18/2017,162.86,23722910,16743475
7/17/2017,159.73,12858836,16365258
7/14/2017,159.97,16371207,16709800
7/13/2017,159.26,13929236,16485422
7/12/2017,158.9,22739388,16559462
7/11/2017,155.27,13667744,16026427
7/10/2017,153.5,13378672,16383674
7/7/2017,151.44,13615931,17017258
7/6/2017,148.82,14951802,17375806
7/5/2017,150.34,14334290,17766270
7/3/2017,148.43,13862735,18176206
6/30/2017,150.98,17666022,19463370
6/29/2017,151.04,23973482,20657480
6/28/2017,153.24,16719104,20245878
6/27/2017,150.58,19360766,19935714
6/26/2017,153.59,18049652,19542138
6/23/2017,155.07,18026976,19173520
6/22/2017,153.4,13005535,19095346
6/21/2017,153.91,15039834,19197018
6/20/2017,152.25,14743853,19395956
6/19/2017,152.87,19026462,19294766
6/16/2017,150.64,22882416,19026082
6/15/2017,149.8,18994152,18826676
6/14/2017,150.25,20808760,18756444
6/13/2017,150.68,20483350,18223716
6/12/2017,148.44,33170180,17697274
6/9/2017,149.6,35577676,16565121
6/8/2017,154.71,17799448,15728714
6/7/2017,153.12,12066657,16428754
6/6/2017,152.81,13457119,16594366
6/5/2017,153.63,12520387,16701535
6/2/2017,153.61,16854364,16506725
6/1/2017,151.53,14530600,16172558
5/31/2017,151.46,18023916,16009228
5/30/2017,152.38,13226007,15971224
5/26/2017,152.13,14996185,16144656
